2019-03-12 12:47:45-19:00,Refactorer,lamonthe,OICW
2019-03-12 12:47:45-19:00,fluffy,cyap,Falcon
2019-03-12 12:47:46-19:00,Mike_Killah,fluffy,MG
2019-03-12 12:47:50-19:00,Refactorer,Reaper,OICW
2019-03-12 12:47:52-19:00,Scrap,cyap,M4
2019-03-12 12:47:58-19:00,cynthia,Mike_Killah,MP5
2019-03-12 12:48:02-19:00,Scrap,lamonthe,M4
2019-03-12 12:48:05-19:00,Mike_Killah,Reaper,Falcon
2019-03-12 12:48:13-19:00,Refactorer,fluffy,OICWGrenade
2019-03-12 12:48:13-19:00,lamonthe,Refactorer,Machete
2019-03-12 12:48:14-19:00,Mike_Killah,Reaper,M4
2019-03-12 12:48:18-19:00,Mike_Killah,Scrap,M4
2019-03-12 12:48:24-19:00,Refactorer,Mike_Killah,Rocket
2019-03-12 12:48:26-19:00,cyap,fluffy,VehicleRocket
2019-03-12 12:48:36-19:00,Refactorer,Mike_Killah,Rocket
2019-03-12 12:48:36-19:00,cyap,Scrap,VehicleRocket
2019-03-12 12:48:40-19:00,cynthia,Reaper,MP5
2019-03-12 12:48:45-19:00,Refactorer,Scrap,Rocket
2019-03-12 12:48:46-19:00,fluffy,Refactorer,AG36
2019-03-12 12:49:01-19:00,Mike_Killah,Refactorer,OICW
2019-03-12 12:49:02-19:00,cyap,fluffy,VehicleRocket
2019-03-12 12:49:06-19:00,Refactorer,Reaper,Falcon
2019-03-12 12:49:12-19:00,Mike_Killah,cynthia,OICWGrenade
2019-03-12 12:49:14-19:00,lamonthe,fluffy,M249
2019-03-12 12:49:25-19:00,fluffy,Mike_Killah,OICW
2019-03-12 12:49:27-19:00,Reaper,Scrap,Shotgun
2019-03-12 12:49:31-19:00,Reaper,Refactorer,Shotgun
2019-03-12 12:49:36-19:00,Mike_Killah,Reaper,AG36Grenade
2019-03-12 12:49:38-19:00,cyap,cynthia,VehicleRocket
2019-03-12 12:49:39-19:00,fluffy,lamonthe,OICW
2019-03-12 12:49:44-19:00,Mike_Killah,Scrap,AG36Grenade
2019-03-12 12:49:44-19:00,Scrap,Mike_Killah,Rocket
2019-03-12 12:49:50-19:00,cynthia,Reaper,Falcon
2019-03-12 12:49:54-19:00,Mike_Killah,lamonthe,M4
2019-03-12 12:50:00-19:00,cyap,Mike_Killah,VehicleRocket
2019-03-12 12:50:01-19:00,Reaper,cynthia,Falcon
2019-03-12 12:50:06-19:00,Refactorer,Scrap,VehicleRocket
2019-03-12 12:50:13-19:00,Refactorer,lamonthe,VehicleRocket
2019-03-12 12:50:20-19:00,Mike_Killah,Refactorer,MG
2019-03-12 12:50:21-19:00,Refactorer,Mike_Killah,VehicleRocket
2019-03-12 12:50:24-19:00,fluffy,Scrap,OICW
2019-03-12 12:50:27-19:00,Mike_Killah,fluffy,Falcon
2019-03-12 12:50:41-19:00,Refactorer,Scrap,AG36Grenade
2019-03-12 12:50:43-19:00,fluffy,Refactorer,Rocket
2019-03-12 12:50:47-19:00,Scrap,Mike_Killah,Falcon
2019-03-12 12:50:48-19:00,Refactorer,lamonthe,Machete
2019-03-12 12:50:56-19:00,Mike_Killah,cynthia,M249
2019-03-12 12:51:01-19:00,Mike_Killah,Scrap,M249
2019-03-12 12:51:03-19:00,fluffy,lamonthe,Rocket
2019-03-12 12:51:05-19:00,cynthia,Refactorer,Falcon
2019-03-12 12:51:10-19:00,Mike_Killah,Reaper,OICWGrenade
2019-03-12 12:51:16-19:00,fluffy
2019-03-12 12:51:16-19:00,fluffy,Reaper,Rocket
2019-03-12 12:51:17-19:00,Refactorer,cynthia,Rocket
2019-03-12 12:51:34-19:00,Reaper,Mike_Killah,P90
2019-03-12 12:51:37-19:00,fluffy,Refactorer,Rocket
2019-03-12 12:51:39-19:00,Scrap,cynthia,M249
2019-03-12 12:51:41-19:00,lamonthe,papazark,HandGrenade
2019-03-12 12:51:42-19:00,Refactorer,Reaper,Falcon
2019-03-12 12:51:49-19:00,Scrap,Refactorer,M249
2019-03-12 12:51:50-19:00,Reaper,Mike_Killah,Falcon
2019-03-12 12:51:53-19:00,fluffy,Reaper,Rocket
2019-03-12 12:51:54-19:00,papazark,fluffy,Falcon
2019-03-12 12:51:57-19:00,cyap,Scrap,VehicleRocket
2019-03-12 12:51:58-19:00,Mike_Killah,Refactorer,Falcon
2019-03-12 12:52:04-19:00,lamonthe,Scrap,M4
2019-03-12 12:52:06-19:00,Refactorer,Mike_Killah,Machete
2019-03-12 12:52:12-19:00,cyap,Scrap,VehicleRocket
2019-03-12 12:52:14-19:00,Refactorer,fluffy,MG
2019-03-12 12:52:16-19:00,lamonthe,papazark,M4
2019-03-12 12:52:26-19:00,Reaper,fluffy,Falcon
2019-03-12 12:52:27-19:00,Mike_Killah,papazark,M4
2019-03-12 12:52:27-19:00,cynthia,Refactorer,AG36
2019-03-12 12:52:29-19:00,cyap,Reaper,VehicleRocket
2019-03-12 12:52:39-19:00,fluffy,Reaper,Shotgun
2019-03-12 12:52:39-19:00,Refactorer,cynthia,OICW
2019-03-12 12:52:42-19:00,Scrap,Refactorer,M249
2019-03-12 12:52:42-19:00,Refactorer,Scrap,OICWGrenade
2019-03-12 12:52:43-19:00,cyap,Mike_Killah,VehicleRocket
2019-03-12 12:52:47-19:00,lamonthe,Reaper,Rocket
2019-03-12 12:52:50-19:00,Mike_Killah,cyap,AG36
2019-03-12 12:52:54-19:00,Refactorer,Reaper,M249
2019-03-12 12:52:55-19:00,Scrap,Refactorer,AG36
2019-03-12 12:52:57-19:00,cyap,fluffy,Machete
2019-03-12 12:53:00-19:00,Mike_Killah,cynthia,AG36Grenade
2019-03-12 12:53:01-19:00,lamonthe,Mike_Killah,Rocket
2019-03-12 12:53:05-19:00,papazark,fluffy,M4
2019-03-12 12:53:06-19:00,cyap,Refactorer,M4
2019-03-12 12:53:06-19:00,Reaper
2019-03-12 12:53:07-19:00,lamonthe,cyap,Rocket
2019-03-12 12:53:14-19:00,Reaper,Scrap,Falcon
2019-03-12 12:53:16-19:00,fluffy,lamonthe,Shotgun
2019-03-12 12:53:19-19:00,Scrap,Mike_Killah,Falcon
2019-03-12 12:53:24-19:00,Mike_Killah,fluffy,Falcon
2019-03-12 12:53:30-19:00,Refactorer,Mike_Killah,AG36Grenade
2019-03-12 12:53:32-19:00,cyap,Scrap,OICW
2019-03-12 12:53:36-19:00,Mike_Killah,papazark,Falcon
2019-03-12 12:53:41-19:00,Scrap,fluffy,Falcon
2019-03-12 12:53:43-19:00,lamonthe,cyap,SniperRifle
2019-03-12 12:53:43-19:00,Mike_Killah,Scrap,M4
2019-03-12 12:53:48-19:00,Scrap,Refactorer,Falcon
2019-03-12 12:53:51-19:00,Mike_Killah,fluffy,M4
2019-03-12 12:53:55-19:00,Scrap,cyap,Falcon
2019-03-12 12:53:57-19:00,cynthia,Refactorer,M249
2019-03-12 12:54:04-19:00,Mike_Killah,Reaper,MG
2019-03-12 12:54:07-19:00,cyap,Refactorer,M4
2019-03-12 12:54:13-19:00,cynthia,fluffy,M249
2019-03-12 12:54:13-19:00,Scrap,papazark,Falcon
2019-03-12 12:54:15-19:00,Refactorer,cyap,Falcon
2019-03-12 12:54:19-19:00,Mike_Killah,Reaper,MG
2019-03-12 12:54:23-19:00,cyap,Scrap,Machete
2019-03-12 12:54:26-19:00,lamonthe,cyap,SniperRifle
2019-03-12 12:54:27-19:00,fluffy,Mike_Killah,M4
2019-03-12 12:54:33-19:00,lamonthe,Scrap,SniperRifle
2019-03-12 12:54:33-19:00,cyap,papazark,Machete
2019-03-12 12:54:37-19:00,Mike_Killah,cynthia,Falcon
2019-03-12 12:54:38-19:00,lamonthe,Mike_Killah,SniperRifle
2019-03-12 12:54:38-19:00,cyap,Refactorer,Falcon
2019-03-12 12:54:41-19:00,Scrap,cyap,M4
2019-03-12 12:54:43-19:00,Refactorer,fluffy,Machete
2019-03-12 12:54:45-19:00,Mike_Killah,Scrap,Falcon
2019-03-12 12:54:54-19:00,cynthia,Mike_Killah,Falcon
2019-03-12 12:55:00-19:00,Scrap,cynthia,Falcon
2019-03-12 12:55:01-19:00,cyap,Reaper,Falcon
2019-03-12 12:55:03-19:00,Refactorer,Mike_Killah,MG
2019-03-12 12:55:07-19:00,lamonthe,fluffy,SniperRifle
2019-03-12 12:55:13-19:00,Mike_Killah,Scrap,Falcon
2019-03-12 12:55:17-19:00,papazark,Mike_Killah,AG36Grenade
2019-03-12 12:55:20-19:00,Reaper,cynthia,AG36
2019-03-12 12:55:22-19:00,fluffy,Scrap,P90
2019-03-12 12:55:28-19:00,Refactorer,fluffy,MG
2019-03-12 12:55:30-19:00,Refactorer,Mike_Killah,MG
2019-03-12 12:55:32-19:00,Scrap,papazark,M4
2019-03-12 12:55:32-19:00,cynthia,Refactorer,Falcon
2019-03-12 12:55:40-19:00,fluffy,cynthia,Falcon
2019-03-12 12:55:41-19:00,Scrap,papazark,M4
2019-03-12 12:55:42-19:00,cyap,Refactorer,M249
2019-03-12 12:55:44-19:00,Mike_Killah,Scrap,AG36Grenade
2019-03-12 12:55:51-19:00,Mike_Killah,papazark,AG36Grenade
2019-03-12 12:55:51-19:00,Mike_Killah,Refactorer,AG36Grenade
2019-03-12 12:55:53-19:00,cyap,cynthia,M249
2019-03-12 12:55:55-19:00,Scrap,cyap,M249
2019-03-12 12:55:59-19:00,fluffy,papazark,MG
2019-03-12 12:56:00-19:00,Reaper,fluffy,AG36
2019-03-12 12:56:01-19:00,Mike_Killah,Refactorer,AG36Grenade
2019-03-12 12:56:05-19:00,papazark,Scrap,Machete
2019-03-12 12:56:06-19:00,Mike_Killah,fluffy,AG36Grenade
2019-03-12 12:56:07-19:00,Refactorer,Reaper,AG36Grenade
2019-03-12 12:56:09-19:00,cyap,Mike_Killah,AG36Grenade
2019-03-12 12:56:14-19:00,cynthia,Reaper,Falcon
2019-03-12 12:56:20-19:00,Mike_Killah,cyap,HandGrenade
2019-03-12 12:56:23-19:00,papazark,lamonthe,VehicleRocket
2019-03-12 12:56:24-19:00,Mike_Killah,Scrap,Falcon
2019-03-12 12:56:27-19:00,cyap,cynthia,Machete
2019-03-12 12:56:33-19:00,fluffy,Scrap,M249
2019-03-12 12:56:44-19:00,cynthia,lamonthe,Falcon
2019-03-12 12:56:44-19:00,Scrap,fluffy,OICW
2019-03-12 12:56:54-19:00,papazark,cynthia,VehicleRocket
2019-03-12 12:56:57-19:00,Mike_Killah,Refactorer,M4
2019-03-12 12:56:59-19:00,lamonthe,fluffy,Rocket
2019-03-12 12:57:02-19:00,Scrap,papazark,M249
2019-03-12 12:57:02-19:00,papazark,Scrap,VehicleRocket
2019-03-12 12:57:09-19:00,cyap,cynthia,AG36Grenade
2019-03-12 12:57:12-19:00,Refactorer,papazark,P90
2019-03-12 12:57:12-19:00,lamonthe
2019-03-12 12:57:16-19:00,Refactorer,Scrap,P90
2019-03-12 12:57:20-19:00,papazark,fluffy,Machete
